Transaction ID,Date,Customer ID,Store ID,Product ID,Quantity,Promotion Applied,Gift Wrap,Shipping Method,Payment Type,Delivery Time,Weather during transaction,Event,Return Flag,Customer Satisfaction,Unit Price,Total Price,Discount Amount
6032,27/12/2021,413,27,976,2,FALSE,FALSE,Express,Debit Card,4,Sunny,Christmas Market,FALSE,5,93.41,186.83,0
6119,27/12/2021,192,23,769,1,FALSE,TRUE,Overnight,Online Payment,1,Snowy,Christmas Market,TRUE,2,61.64,61.64,0
6133,27/12/2021,63,93,717,1,FALSE,TRUE,Standard,Credit Card,5,Rainy,Christmas Market,FALSE,3,46.31,46.31,0
6197,27/12/2021,270,37,607,5,FALSE,FALSE,Express,Online Payment,2,Snowy,None,TRUE,3,97.95,489.77,0
6238,27/12/2021,43,28,709,2,TRUE,FALSE,Express,Debit Card,5,Sunny,Christmas Market,FALSE,1,83.37,166.73,0
6499,27/12/2021,382,92,946,2,TRUE,FALSE,Express,Cash,1,Rainy,Black Friday,FALSE,1,30.53,61.05,6.11
6959,27/12/2021,44,2,703,4,FALSE,FALSE,Express,Debit Card,4,Snowy,None,TRUE,2,91.84,367.38,0
7167,27/12/2021,165,4,953,2,FALSE,TRUE,Express,Cash,1,Snowy,None,FALSE,3,25.02,50.04,0
8133,27/12/2021,48,21,722,4,FALSE,FALSE,Overnight,Online Payment,2,Snowy,Christmas Market,TRUE,5,17.13,68.54,0
8180,27/12/2021,109,79,602,2,FALSE,FALSE,Express,Online Payment,4,Sunny,None,FALSE,1,36.56,73.12,0
8399,27/12/2021,475,56,288,3,TRUE,FALSE,Overnight,Credit Card,1,Rainy,Black Friday,FALSE,5,78.43,235.3,23.53
8730,27/12/2021,391,4,891,2,TRUE,TRUE,Standard,Cash,5,Snowy,Black Friday,FALSE,4,80.23,160.46,16.05
8762,27/12/2021,460,66,93,1,TRUE,TRUE,Standard,Online Payment,3,Snowy,Black Friday,TRUE,1,45.66,45.66,4.57
8940,27/12/2021,281,34,449,2,TRUE,FALSE,Overnight,Online Payment,2,Rainy,None,TRUE,2,95.27,190.55,0
9219,27/12/2021,198,34,442,5,FALSE,TRUE,Overnight,Debit Card,1,Rainy,Black Friday,FALSE,4,95.3,476.51,47.65
9370,27/12/2021,359,18,833,4,TRUE,TRUE,Standard,Cash,1,Snowy,Black Friday,TRUE,3,42.73,170.93,17.09
9647,27/12/2021,240,9,500,5,TRUE,TRUE,Express,Online Payment,2,Snowy,Christmas Market,TRUE,3,34.51,172.55,0
9906,27/12/2021,19,43,354,2,TRUE,TRUE,Express,Cash,1,Rainy,Christmas Market,TRUE,5,81.44,162.88,0
23,27/12/2020,354,77,526,3,FALSE,TRUE,Standard,Credit Card,5,Sunny,Black Friday,FALSE,2,36.73,110.18,11.02
119,27/12/2020,72,43,956,2,TRUE,FALSE,Express,Credit Card,4,Snowy,None,FALSE,2,43.83,87.66,0
147,27/12/2020,370,8,915,3,FALSE,FALSE,Express,Credit Card,4,Snowy,None,FALSE,3,40.27,120.8,0
222,27/12/2020,220,64,220,1,FALSE,FALSE,Standard,Debit Card,2,Sunny,None,TRUE,4,13.79,13.79,0
553,27/12/2020,360,65,462,5,TRUE,FALSE,Standard,Online Payment,3,Snowy,Black Friday,FALSE,4,64.1,320.52,32.05
683,27/12/2020,52,33,1000,3,FALSE,TRUE,Express,Cash,5,Snowy,Christmas Market,TRUE,5,57.2,171.6,0
1128,27/12/2020,485,1,431,2,FALSE,FALSE,Overnight,Cash,4,Snowy,Christmas Market,FALSE,2,42.69,85.37,0
1205,27/12/2020,135,79,296,1,FALSE,TRUE,Overnight,Cash,5,Snowy,Christmas Market,TRUE,3,88.69,88.69,0
1889,27/12/2020,414,66,306,1,FALSE,FALSE,Overnight,Credit Card,1,Sunny,Christmas Market,TRUE,5,42.23,42.23,0
2487,27/12/2020,440,21,263,1,TRUE,FALSE,Standard,Debit Card,2,Rainy,None,TRUE,5,91.03,91.03,0
2604,27/12/2020,361,61,37,4,TRUE,FALSE,Express,Debit Card,5,Sunny,Christmas Market,FALSE,2,11.8,47.21,0
2703,27/12/2020,347,58,946,5,TRUE,FALSE,Overnight,Cash,5,Sunny,Christmas Market,FALSE,5,97.1,485.49,0
2728,27/12/2020,144,46,596,5,FALSE,FALSE,Overnight,Online Payment,4,Sunny,Black Friday,FALSE,4,60.61,303.03,30.3
2741,27/12/2020,56,72,289,5,FALSE,TRUE,Standard,Credit Card,1,Sunny,Black Friday,FALSE,1,79.78,398.88,39.89
2764,27/12/2020,362,93,679,3,FALSE,TRUE,Overnight,Credit Card,5,Rainy,Christmas Market,TRUE,3,29.13,87.38,0
2795,27/12/2020,474,90,938,2,FALSE,FALSE,Overnight,Cash,2,Rainy,Christmas Market,FALSE,2,27.75,55.5,0
3309,27/12/2020,469,23,694,1,FALSE,FALSE,Overnight,Cash,4,Sunny,Christmas Market,FALSE,4,76.49,76.49,0
3728,27/12/2020,271,44,340,1,TRUE,FALSE,Standard,Credit Card,2,Rainy,Christmas Market,FALSE,4,55.25,55.25,0
3800,27/12/2020,79,7,605,4,FALSE,FALSE,Standard,Cash,3,Sunny,Christmas Market,TRUE,3,75.55,302.18,0
3856,27/12/2020,35,38,208,4,FALSE,FALSE,Express,Credit Card,1,Rainy,None,FALSE,5,12.16,48.63,0
4488,27/12/2020,142,16,525,5,FALSE,TRUE,Standard,Online Payment,4,Rainy,None,TRUE,2,22.04,110.22,0
4629,27/12/2020,394,29,992,1,FALSE,FALSE,Express,Cash,4,Snowy,Black Friday,TRUE,3,39.96,39.96,4
4673,27/12/2020,63,4,250,4,FALSE,TRUE,Standard,Debit Card,4,Sunny,None,FALSE,1,89.78,359.13,0
4707,27/12/2020,367,8,146,3,FALSE,FALSE,Express,Debit Card,3,Rainy,None,TRUE,1,56.21,168.63,0
4831,27/12/2020,411,71,803,4,FALSE,FALSE,Overnight,Cash,1,Rainy,None,FALSE,2,81.81,327.24,0
5233,27/12/2020,93,61,551,5,TRUE,FALSE,Standard,Debit Card,1,Snowy,Black Friday,FALSE,4,46.15,230.74,23.07
5239,27/12/2020,71,78,168,2,TRUE,TRUE,Overnight,Cash,1,Snowy,Christmas Market,FALSE,5,69.87,139.74,0
5374,27/12/2020,310,24,995,3,FALSE,TRUE,Express,Cash,4,Sunny,Christmas Market,TRUE,4,73.98,221.94,0
5961,27/12/2020,12,93,948,1,FALSE,FALSE,Express,Cash,2,Sunny,Christmas Market,FALSE,5,49.05,49.05,0
6152,27/12/2020,306,85,75,3,TRUE,TRUE,Standard,Online Payment,1,Snowy,Christmas Market,TRUE,4,74.94,224.83,0
6414,27/12/2020,438,87,674,2,FALSE,FALSE,Express,Debit Card,5,Rainy,None,TRUE,1,88.18,176.36,0
7140,27/12/2020,223,55,442,2,FALSE,TRUE,Overnight,Cash,5,Rainy,Black Friday,FALSE,5,69.79,139.58,13.96
7345,27/12/2020,226,30,139,2,FALSE,FALSE,Overnight,Credit Card,5,Snowy,None,TRUE,4,63.37,126.73,0
7636,27/12/2020,275,31,302,3,FALSE,FALSE,Overnight,Credit Card,4,Snowy,Christmas Market,FALSE,2,26.33,79,0
7839,27/12/2020,499,43,112,5,TRUE,FALSE,Standard,Credit Card,5,Sunny,None,TRUE,2,60.3,301.48,0
8506,27/12/2020,450,65,361,3,FALSE,FALSE,Standard,Debit Card,3,Sunny,None,FALSE,1,57.13,171.38,0
8533,27/12/2020,105,43,846,3,TRUE,TRUE,Overnight,Credit Card,5,Rainy,Black Friday,TRUE,3,71.14,213.43,21.34
9058,27/12/2020,131,28,77,4,TRUE,FALSE,Overnight,Debit Card,2,Snowy,Black Friday,FALSE,3,36.32,145.29,14.53
9200,27/12/2020,352,31,772,3,FALSE,TRUE,Overnight,Online Payment,1,Snowy,Black Friday,FALSE,2,26.62,79.86,7.99
9954,27/12/2020,51,7,300,3,TRUE,FALSE,Express,Debit Card,3,Snowy,Black Friday,FALSE,3,31.76,95.27,9.53
296,27/12/2019,330,33,626,4,TRUE,TRUE,Overnight,Online Payment,2,Snowy,Black Friday,TRUE,5,20.7,82.8,8.28
610,27/12/2019,244,74,873,5,FALSE,TRUE,Overnight,Debit Card,5,Rainy,None,FALSE,2,30.25,151.24,0
1920,27/12/2019,456,14,18,1,FALSE,TRUE,Standard,Cash,2,Sunny,None,TRUE,2,83.4,83.4,0
2333,27/12/2019,84,85,303,3,TRUE,FALSE,Overnight,Online Payment,3,Rainy,Black Friday,TRUE,3,13.43,40.3,4.03
2406,27/12/2019,262,39,811,2,TRUE,FALSE,Express,Online Payment,3,Sunny,Black Friday,FALSE,4,68.48,136.96,13.7
3070,27/12/2019,64,11,658,2,FALSE,FALSE,Standard,Debit Card,2,Snowy,None,TRUE,3,11.43,22.86,0
3849,27/12/2019,324,22,797,2,TRUE,TRUE,Standard,Online Payment,1,Rainy,Christmas Market,TRUE,1,53.73,107.47,0
3958,27/12/2019,203,84,456,1,FALSE,FALSE,Overnight,Debit Card,3,Sunny,None,TRUE,2,50.02,50.02,0
4257,27/12/2019,442,39,738,4,FALSE,FALSE,Express,Credit Card,4,Snowy,Christmas Market,FALSE,1,30.68,122.72,0
4438,27/12/2019,284,49,397,2,FALSE,TRUE,Express,Debit Card,1,Snowy,None,TRUE,4,67.06,134.11,0
4640,27/12/2019,213,2,458,2,FALSE,FALSE,Express,Debit Card,1,Sunny,Black Friday,TRUE,2,27.9,55.79,5.58
4703,27/12/2019,83,53,698,5,TRUE,FALSE,Express,Debit Card,5,Sunny,Christmas Market,FALSE,1,99.11,495.56,0
4749,27/12/2019,421,69,163,1,TRUE,FALSE,Standard,Cash,2,Snowy,Christmas Market,FALSE,3,50.16,50.16,0
5265,27/12/2019,421,77,377,3,FALSE,TRUE,Overnight,Cash,4,Sunny,Christmas Market,TRUE,1,61.96,185.89,0
5455,27/12/2019,339,58,65,3,FALSE,TRUE,Express,Debit Card,5,Sunny,Black Friday,FALSE,3,70.23,210.68,21.07
5705,27/12/2019,417,45,247,4,FALSE,FALSE,Standard,Cash,1,Snowy,None,FALSE,2,71.13,284.52,0
6129,27/12/2019,344,64,281,3,FALSE,FALSE,Standard,Online Payment,2,Sunny,Black Friday,FALSE,1,57.06,171.17,17.12
6365,27/12/2019,298,72,479,2,TRUE,FALSE,Express,Debit Card,3,Snowy,Christmas Market,TRUE,1,96.58,193.16,0
6564,27/12/2019,57,47,283,4,TRUE,FALSE,Express,Cash,1,Snowy,Christmas Market,FALSE,4,11.42,45.67,0
7117,27/12/2019,393,97,100,2,TRUE,TRUE,Standard,Cash,4,Rainy,None,FALSE,2,48.04,96.08,0
7332,27/12/2019,483,82,902,5,TRUE,TRUE,Standard,Credit Card,3,Snowy,Black Friday,TRUE,5,10.63,53.17,5.32
7438,27/12/2019,20,24,504,2,FALSE,TRUE,Overnight,Cash,3,Sunny,Black Friday,FALSE,3,21.45,42.91,4.29
7546,27/12/2019,366,30,141,4,FALSE,TRUE,Standard,Online Payment,2,Rainy,Christmas Market,TRUE,2,45.23,180.93,0
7616,27/12/2019,478,6,904,4,TRUE,FALSE,Overnight,Credit Card,5,Snowy,Black Friday,TRUE,3,28.27,113.1,11.31
8079,27/12/2019,477,46,426,2,FALSE,FALSE,Standard,Debit Card,1,Snowy,Black Friday,TRUE,1,34.15,68.31,6.83
9305,27/12/2019,222,56,554,5,FALSE,FALSE,Standard,Credit Card,5,Sunny,Black Friday,FALSE,2,82.47,412.33,41.23
9885,27/12/2019,97,60,188,2,TRUE,TRUE,Express,Cash,4,Rainy,None,TRUE,2,67.91,135.81,0
9917,27/12/2019,314,91,575,1,FALSE,FALSE,Express,Debit Card,1,Sunny,Black Friday,TRUE,5,42.83,42.83,4.28
196,27/12/2018,231,52,232,1,TRUE,FALSE,Overnight,Cash,5,Snowy,Black Friday,FALSE,2,28.84,28.84,2.88
256,27/12/2018,224,83,709,2,FALSE,FALSE,Express,Cash,5,Snowy,None,TRUE,4,59.85,119.69,0
287,27/12/2018,370,78,976,1,FALSE,FALSE,Standard,Debit Card,2,Sunny,None,TRUE,4,34.37,34.37,0
481,27/12/2018,105,51,912,4,TRUE,TRUE,Express,Online Payment,4,Snowy,None,FALSE,3,22.68,90.7,0
526,27/12/2018,42,68,534,2,TRUE,FALSE,Standard,Online Payment,1,Sunny,None,FALSE,4,16.15,32.31,0
581,27/12/2018,263,98,405,5,FALSE,FALSE,Standard,Online Payment,5,Rainy,None,TRUE,3,46.05,230.26,0
1918,27/12/2018,483,54,890,5,FALSE,TRUE,Standard,Online Payment,4,Snowy,Christmas Market,TRUE,1,20.44,102.19,0
2338,27/12/2018,30,44,608,4,FALSE,TRUE,Standard,Online Payment,1,Rainy,Black Friday,TRUE,1,81.01,324.02,32.4
2439,27/12/2018,452,26,607,1,FALSE,TRUE,Express,Online Payment,2,Snowy,Christmas Market,TRUE,3,57.28,57.28,0
3077,27/12/2018,134,65,475,5,TRUE,FALSE,Express,Cash,5,Snowy,Black Friday,FALSE,4,27.1,135.5,13.55
3190,27/12/2018,29,16,304,5,TRUE,TRUE,Overnight,Credit Card,1,Rainy,None,TRUE,5,60.89,304.43,0
3717,27/12/2018,213,78,240,4,FALSE,TRUE,Express,Debit Card,1,Sunny,Black Friday,FALSE,3,41.79,167.18,16.72
3900,27/12/2018,227,85,136,3,TRUE,FALSE,Standard,Credit Card,4,Sunny,Christmas Market,TRUE,5,19.92,59.77,0
3960,27/12/2018,2,100,649,4,FALSE,FALSE,Overnight,Credit Card,4,Snowy,Christmas Market,TRUE,5,23.63,94.52,0
4107,27/12/2018,479,92,292,1,FALSE,TRUE,Standard,Credit Card,4,Sunny,None,FALSE,4,71.2,71.2,0
4772,27/12/2018,178,100,299,3,FALSE,TRUE,Express,Online Payment,1,Snowy,None,FALSE,3,51.03,153.08,0
4805,27/12/2018,25,96,318,2,TRUE,FALSE,Overnight,Credit Card,1,Snowy,Black Friday,TRUE,1,84.26,168.52,16.85
6270,27/12/2018,205,41,97,5,FALSE,FALSE,Express,Debit Card,4,Snowy,Christmas Market,FALSE,5,12.43,62.14,0
6400,27/12/2018,281,65,58,5,TRUE,FALSE,Standard,Credit Card,3,Snowy,Christmas Market,FALSE,2,24.16,120.82,0
7036,27/12/2018,338,29,992,1,TRUE,FALSE,Standard,Debit Card,3,Snowy,Black Friday,FALSE,5,57.86,57.86,5.79
7168,27/12/2018,280,79,59,3,TRUE,TRUE,Overnight,Credit Card,4,Rainy,Christmas Market,TRUE,1,15.22,45.66,0
7768,27/12/2018,446,11,793,4,FALSE,FALSE,Standard,Debit Card,1,Snowy,Christmas Market,TRUE,4,65.37,261.49,0
8385,27/12/2018,468,80,516,5,TRUE,TRUE,Express,Online Payment,5,Rainy,Christmas Market,FALSE,1,53.98,269.91,0
8589,27/12/2018,146,4,394,3,TRUE,FALSE,Standard,Credit Card,1,Sunny,None,TRUE,4,52.77,158.31,0
9949,27/12/2018,485,27,663,1,FALSE,FALSE,Express,Online Payment,2,Rainy,Christmas Market,TRUE,5,68.04,68.04,0
389,27/11/2023,117,62,516,3,TRUE,TRUE,Express,Online Payment,2,Sunny,Black Friday,FALSE,5,54.47,163.4,16.34
1037,27/11/2023,11,51,851,3,FALSE,TRUE,Overnight,Online Payment,1,Rainy,Black Friday,FALSE,5,82.5,247.49,24.75
1832,27/11/2023,262,5,19,3,FALSE,TRUE,Overnight,Online Payment,5,Sunny,Black Friday,TRUE,5,44.84,134.51,13.45
2069,27/11/2023,249,41,118,5,FALSE,FALSE,Standard,Online Payment,5,Snowy,Black Friday,TRUE,3,63.69,318.47,31.85
2240,27/11/2023,205,26,724,4,FALSE,TRUE,Standard,Cash,1,Snowy,Black Friday,TRUE,3,87.47,349.86,34.99
2686,27/11/2023,300,10,3,4,FALSE,TRUE,Standard,Online Payment,4,Rainy,Black Friday,TRUE,2,85.15,340.62,34.06
2951,27/11/2023,222,14,482,2,TRUE,TRUE,Overnight,Online Payment,4,Sunny,Black Friday,TRUE,3,32.88,65.76,6.58
3208,27/11/2023,85,96,430,3,TRUE,FALSE,Standard,Credit Card,5,Sunny,Black Friday,TRUE,5,83.66,250.98,25.1
3233,27/11/2023,425,15,607,3,FALSE,TRUE,Express,Online Payment,1,Rainy,Black Friday,TRUE,3,62.48,187.44,18.74
3396,27/11/2023,329,13,172,2,FALSE,TRUE,Overnight,Online Payment,5,Sunny,Black Friday,TRUE,5,27.74,55.49,5.55
4038,27/11/2023,470,64,536,3,FALSE,TRUE,Standard,Online Payment,5,Snowy,Black Friday,TRUE,3,53.96,161.88,16.19
4105,27/11/2023,263,70,833,1,FALSE,FALSE,Overnight,Online Payment,3,Rainy,Black Friday,FALSE,4,38.32,38.32,3.83
4259,27/11/2023,254,29,282,5,TRUE,FALSE,Overnight,Cash,3,Snowy,Black Friday,TRUE,2,69.32,346.59,34.66
4460,27/11/2023,59,61,356,1,FALSE,TRUE,Express,Credit Card,2,Sunny,Black Friday,TRUE,5,27.39,27.39,2.74
4623,27/11/2023,458,56,969,1,FALSE,TRUE,Standard,Online Payment,4,Rainy,Black Friday,TRUE,5,21.84,21.84,2.18
4998,27/11/2023,39,95,171,3,FALSE,TRUE,Overnight,Debit Card,2,Sunny,Black Friday,FALSE,3,62.47,187.42,18.74
5465,27/11/2023,468,26,331,3,TRUE,FALSE,Standard,Cash,4,Sunny,Black Friday,FALSE,2,55.72,167.17,16.72
5641,27/11/2023,345,26,96,4,FALSE,FALSE,Standard,Credit Card,1,Rainy,Black Friday,TRUE,5,46.62,186.46,18.65
5827,27/11/2023,171,78,17,3,TRUE,FALSE,Standard,Online Payment,1,Snowy,Black Friday,TRUE,3,69.75,209.24,20.92
5837,27/11/2023,94,35,522,2,FALSE,TRUE,Standard,Online Payment,4,Rainy,Black Friday,FALSE,3,85.39,170.79,17.08
6061,27/11/2023,435,82,18,3,TRUE,FALSE,Express,Credit Card,5,Sunny,Black Friday,FALSE,3,93.51,280.53,28.05
7187,27/11/2023,36,47,24,5,TRUE,TRUE,Overnight,Credit Card,5,Sunny,Black Friday,TRUE,1,94.91,474.55,47.45
8628,27/11/2023,137,1,254,5,TRUE,FALSE,Standard,Online Payment,3,Snowy,Black Friday,FALSE,1,73.01,365.03,36.5
9172,27/11/2023,250,23,629,4,FALSE,TRUE,Standard,Debit Card,5,Rainy,Black Friday,TRUE,5,15.38,61.51,6.15
9541,27/11/2023,383,90,721,3,TRUE,FALSE,Standard,Cash,2,Rainy,Black Friday,TRUE,5,13.76,41.27,4.13
9788,27/11/2023,110,37,751,4,TRUE,FALSE,Express,Debit Card,1,Rainy,Black Friday,TRUE,5,80.94,323.76,32.38
9921,27/11/2023,432,91,289,5,FALSE,FALSE,Express,Credit Card,1,Snowy,Black Friday,FALSE,2,63.21,316.05,31.61
234,27/11/2022,255,29,751,1,TRUE,TRUE,Overnight,Cash,4,Sunny,Black Friday,FALSE,2,30.6,30.6,3.06
328,27/11/2022,322,15,829,2,TRUE,TRUE,Overnight,Debit Card,2,Sunny,Black Friday,FALSE,1,37.7,75.39,7.54
427,27/11/2022,118,86,526,1,TRUE,TRUE,Express,Credit Card,4,Rainy,Black Friday,TRUE,1,13.46,13.46,1.35
1067,27/11/2022,217,53,171,4,FALSE,TRUE,Overnight,Credit Card,4,Rainy,Black Friday,TRUE,3,92.24,368.97,36.9
1482,27/11/2022,439,32,329,3,FALSE,FALSE,Express,Debit Card,5,Sunny,Black Friday,FALSE,5,70.21,210.64,21.06
1676,27/11/2022,50,58,640,2,TRUE,TRUE,Standard,Debit Card,4,Rainy,Black Friday,FALSE,1,81.17,162.35,16.23
1731,27/11/2022,407,8,91,1,TRUE,TRUE,Express,Online Payment,1,Snowy,Black Friday,FALSE,1,74.44,74.44,7.44
2066,27/11/2022,389,35,386,2,TRUE,TRUE,Express,Credit Card,2,Snowy,Black Friday,TRUE,2,52.44,104.89,10.49
2140,27/11/2022,320,2,21,1,FALSE,TRUE,Express,Online Payment,5,Snowy,Black Friday,TRUE,5,25.91,25.91,2.59
2143,27/11/2022,446,27,798,5,FALSE,FALSE,Standard,Cash,2,Snowy,Black Friday,FALSE,4,30.97,154.87,15.49
2510,27/11/2022,278,16,22,1,TRUE,FALSE,Express,Debit Card,3,Snowy,Black Friday,FALSE,5,65.51,65.51,6.55
3559,27/11/2022,351,57,832,5,FALSE,FALSE,Standard,Cash,4,Snowy,Black Friday,FALSE,2,50.25,251.27,25.13
3629,27/11/2022,138,90,336,3,TRUE,TRUE,Standard,Online Payment,1,Rainy,Black Friday,FALSE,1,93.77,281.32,28.13
4744,27/11/2022,447,49,978,2,TRUE,TRUE,Overnight,Online Payment,3,Snowy,Black Friday,FALSE,3,18.29,36.58,3.66
5220,27/11/2022,130,77,369,4,TRUE,FALSE,Standard,Cash,1,Snowy,Black Friday,TRUE,3,33.25,133.01,13.3
5403,27/11/2022,488,92,645,3,FALSE,FALSE,Standard,Online Payment,2,Snowy,Black Friday,TRUE,3,71.45,214.34,21.43
5441,27/11/2022,100,40,10,1,TRUE,TRUE,Overnight,Debit Card,2,Sunny,Black Friday,FALSE,3,89.56,89.56,8.96
5763,27/11/2022,29,47,30,5,TRUE,FALSE,Standard,Cash,2,Rainy,Black Friday,FALSE,5,87.68,438.38,43.84
5983,27/11/2022,335,54,165,4,FALSE,FALSE,Express,Online Payment,3,Sunny,Black Friday,FALSE,1,85.24,340.95,34.1
6196,27/11/2022,164,30,77,5,FALSE,FALSE,Overnight,Cash,3,Snowy,Black Friday,TRUE,3,33.26,166.32,16.63
6658,27/11/2022,34,42,422,3,TRUE,FALSE,Overnight,Debit Card,4,Sunny,Black Friday,TRUE,1,90.22,270.67,27.07
7125,27/11/2022,296,86,356,2,FALSE,FALSE,Overnight,Debit Card,3,Rainy,Black Friday,TRUE,1,18.45,36.89,3.69
7411,27/11/2022,191,33,340,5,FALSE,TRUE,Express,Debit Card,5,Snowy,Black Friday,TRUE,2,99.62,498.08,49.81
7660,27/11/2022,203,86,858,4,TRUE,FALSE,Standard,Debit Card,3,Snowy,Black Friday,FALSE,5,53.9,215.58,21.56
8580,27/11/2022,388,48,816,4,TRUE,TRUE,Standard,Cash,4,Snowy,Black Friday,TRUE,2,57.8,231.22,23.12
9862,27/11/2022,326,4,717,5,TRUE,FALSE,Standard,Credit Card,2,Snowy,Black Friday,FALSE,4,98.07,490.36,49.04
268,27/11/2021,217,67,696,2,FALSE,FALSE,Overnight,Credit Card,5,Sunny,Black Friday,FALSE,2,15.29,30.58,3.06
434,27/11/2021,484,22,622,1,TRUE,FALSE,Standard,Credit Card,4,Sunny,Black Friday,TRUE,4,94.96,94.96,9.5
815,27/11/2021,410,68,180,4,TRUE,FALSE,Overnight,Debit Card,1,Sunny,Black Friday,FALSE,3,36.38,145.52,14.55
950,27/11/2021,332,50,245,4,TRUE,FALSE,Standard,Credit Card,4,Rainy,Black Friday,FALSE,1,96.11,384.44,38.44
1631,27/11/2021,395,97,386,4,TRUE,FALSE,Standard,Online Payment,1,Snowy,Black Friday,TRUE,4,77.24,308.95,30.89
1823,27/11/2021,320,36,550,2,TRUE,FALSE,Overnight,Cash,5,Rainy,Black Friday,FALSE,4,15.9,31.8,3.18
2426,27/11/2021,195,20,691,4,TRUE,FALSE,Standard,Debit Card,3,Snowy,Black Friday,FALSE,5,59.33,237.33,23.73
3725,27/11/2021,240,63,935,3,FALSE,FALSE,Express,Cash,1,Sunny,Black Friday,TRUE,1,17.25,51.75,5.17
4352,27/11/2021,335,97,6,1,FALSE,TRUE,Overnight,Online Payment,4,Sunny,Black Friday,FALSE,1,63.97,63.97,6.4
4618,27/11/2021,460,21,888,2,FALSE,TRUE,Express,Debit Card,3,Sunny,Black Friday,FALSE,1,24.48,48.97,4.9
5341,27/11/2021,419,67,45,3,FALSE,FALSE,Overnight,Online Payment,4,Rainy,Black Friday,TRUE,3,49.85,149.55,14.96
5354,27/11/2021,475,52,362,3,FALSE,TRUE,Express,Credit Card,2,Snowy,Black Friday,FALSE,3,37.45,112.36,11.24
5536,27/11/2021,363,68,493,1,FALSE,TRUE,Standard,Debit Card,3,Sunny,Black Friday,FALSE,1,76.7,76.7,7.67
6013,27/11/2021,354,25,827,1,TRUE,TRUE,Express,Cash,2,Rainy,Black Friday,TRUE,3,33.92,33.92,3.39
6104,27/11/2021,288,21,843,4,FALSE,TRUE,Express,Online Payment,3,Snowy,Black Friday,TRUE,5,60.54,242.16,24.22
6777,27/11/2021,221,59,547,2,TRUE,FALSE,Overnight,Online Payment,5,Rainy,Black Friday,TRUE,4,10.57,21.15,2.11
7250,27/11/2021,292,16,955,1,FALSE,TRUE,Express,Online Payment,5,Sunny,Black Friday,FALSE,2,85.65,85.65,8.57
8159,27/11/2021,270,1,649,4,TRUE,TRUE,Standard,Cash,1,Rainy,Black Friday,FALSE,2,85.65,342.6,34.26
8318,27/11/2021,484,72,870,5,TRUE,FALSE,Standard,Credit Card,3,Snowy,Black Friday,TRUE,5,45.41,227.06,22.71
8887,27/11/2021,196,24,685,1,TRUE,TRUE,Standard,Cash,3,Sunny,Black Friday,TRUE,1,31.39,31.39,3.14
201,27/11/2020,200,17,254,3,TRUE,TRUE,Standard,Online Payment,4,Rainy,Black Friday,FALSE,3,47,141.01,14.1
473,27/11/2020,95,60,767,5,TRUE,FALSE,Standard,Credit Card,1,Rainy,Black Friday,TRUE,2,22.41,112.03,11.2
751,27/11/2020,420,44,863,2,FALSE,TRUE,Standard,Online Payment,1,Rainy,Black Friday,FALSE,1,13.99,27.99,2.8
946,27/11/2020,287,53,653,2,FALSE,TRUE,Overnight,Online Payment,1,Rainy,Black Friday,FALSE,5,21.07,42.14,4.21
994,27/11/2020,234,75,13,5,TRUE,FALSE,Express,Cash,4,Snowy,Black Friday,FALSE,4,14.4,71.98,7.2
1435,27/11/2020,147,80,12,4,TRUE,FALSE,Express,Debit Card,5,Rainy,Black Friday,FALSE,4,45.51,182.03,18.2
1685,27/11/2020,399,64,697,4,TRUE,FALSE,Overnight,Online Payment,5,Sunny,Black Friday,FALSE,3,77.51,310.06,31.01
1767,27/11/2020,203,45,847,1,FALSE,TRUE,Standard,Online Payment,4,Rainy,Black Friday,TRUE,3,67.76,67.76,6.78
2070,27/11/2020,260,50,43,1,TRUE,FALSE,Express,Debit Card,5,Rainy,Black Friday,TRUE,5,73.58,73.58,7.36
2321,27/11/2020,353,92,876,3,TRUE,FALSE,Overnight,Debit Card,1,Sunny,Black Friday,FALSE,3,32.87,98.62,9.86
2421,27/11/2020,498,41,411,3,FALSE,TRUE,Overnight,Cash,3,Sunny,Black Friday,FALSE,5,85.18,255.55,25.56
2445,27/11/2020,9,42,617,2,TRUE,FALSE,Overnight,Online Payment,2,Snowy,Black Friday,TRUE,4,69.35,138.7,13.87
2627,27/11/2020,207,13,116,4,FALSE,TRUE,Overnight,Online Payment,1,Snowy,Black Friday,FALSE,2,49.82,199.3,19.93
3203,27/11/2020,336,21,699,3,TRUE,FALSE,Overnight,Debit Card,2,Sunny,Black Friday,TRUE,3,62.88,188.63,18.86
3590,27/11/2020,425,50,779,5,FALSE,FALSE,Overnight,Online Payment,2,Snowy,Black Friday,FALSE,2,98.4,492.01,49.2
4600,27/11/2020,15,50,244,4,TRUE,FALSE,Overnight,Cash,5,Sunny,Black Friday,FALSE,2,68.26,273.03,27.3
4624,27/11/2020,184,99,918,2,FALSE,FALSE,Express,Debit Card,5,Sunny,Black Friday,TRUE,4,81.97,163.93,16.39
4985,27/11/2020,447,84,334,1,FALSE,FALSE,Standard,Online Payment,3,Snowy,Black Friday,FALSE,4,91.72,91.72,9.17
5324,27/11/2020,335,53,513,5,TRUE,TRUE,Express,Debit Card,3,Rainy,Black Friday,FALSE,5,91.73,458.63,45.86
