Transaction ID,Promotion Applied,Gift Wrap,Shipping Method,Payment Type,Weather during transaction,Event,Return Flag,Customer Satisfaction
4071,TRUE,FALSE,Standard,Credit Card,Snowy,Black Friday,FALSE,5
4386,FALSE,FALSE,Express,Credit Card,Sunny,None,FALSE,4
4586,TRUE,TRUE,Overnight,Credit Card,Sunny,None,FALSE,2
4601,TRUE,FALSE,Standard,Credit Card,Snowy,Christmas Market,FALSE,1
5052,TRUE,TRUE,Express,Cash,Rainy,Christmas Market,TRUE,1
5901,TRUE,FALSE,Standard,Cash,Snowy,Christmas Market,TRUE,3
5926,FALSE,TRUE,Standard,Cash,Snowy,Black Friday,TRUE,5
7390,TRUE,FALSE,Standard,Online Payment,Sunny,None,FALSE,1
7529,TRUE,TRUE,Standard,Credit Card,Sunny,None,FALSE,1
8008,FALSE,TRUE,Express,Online Payment,Sunny,Christmas Market,TRUE,2
8036,FALSE,FALSE,Standard,Credit Card,Rainy,Christmas Market,TRUE,3
8076,FALSE,FALSE,Overnight,Debit Card,Sunny,Black Friday,TRUE,3
8184,FALSE,FALSE,Standard,Debit Card,Snowy,Black Friday,FALSE,2
9152,TRUE,FALSE,Standard,Debit Card,Snowy,Christmas Market,FALSE,5
9489,TRUE,FALSE,Express,Cash,Sunny,Black Friday,FALSE,1
9531,FALSE,FALSE,Standard,Credit Card,Snowy,Christmas Market,FALSE,4
89,TRUE,TRUE,Express,Cash,Rainy,Black Friday,FALSE,4
114,TRUE,FALSE,Overnight,Credit Card,Snowy,Black Friday,FALSE,2
164,FALSE,TRUE,Express,Credit Card,Snowy,Black Friday,TRUE,3
172,FALSE,TRUE,Overnight,Cash,Sunny,Black Friday,TRUE,1
366,TRUE,TRUE,Standard,Credit Card,Sunny,Black Friday,FALSE,1
573,FALSE,FALSE,Express,Credit Card,Sunny,Black Friday,FALSE,4
765,TRUE,FALSE,Express,Debit Card,Rainy,Black Friday,TRUE,3
837,TRUE,FALSE,Express,Debit Card,Rainy,Black Friday,FALSE,4
1684,TRUE,FALSE,Overnight,Online Payment,Rainy,Black Friday,TRUE,1
2259,TRUE,TRUE,Overnight,Debit Card,Snowy,Black Friday,TRUE,3
2278,FALSE,FALSE,Express,Online Payment,Rainy,Black Friday,TRUE,3
3250,FALSE,TRUE,Standard,Cash,Sunny,Black Friday,FALSE,3
3771,TRUE,FALSE,Standard,Credit Card,Rainy,Black Friday,FALSE,4
3959,FALSE,FALSE,Overnight,Online Payment,Sunny,Black Friday,TRUE,1
4236,FALSE,FALSE,Overnight,Credit Card,Rainy,Black Friday,FALSE,3
4825,FALSE,TRUE,Express,Online Payment,Rainy,Black Friday,TRUE,5
4957,FALSE,TRUE,Standard,Online Payment,Sunny,Black Friday,TRUE,2
5191,FALSE,TRUE,Overnight,Credit Card,Snowy,Black Friday,FALSE,1
5252,TRUE,FALSE,Overnight,Credit Card,Snowy,Black Friday,TRUE,1
5309,TRUE,FALSE,Standard,Credit Card,Rainy,Black Friday,TRUE,5
5369,TRUE,FALSE,Overnight,Cash,Snowy,Black Friday,TRUE,1
5390,FALSE,TRUE,Express,Debit Card,Snowy,Black Friday,TRUE,1
5497,TRUE,FALSE,Overnight,Online Payment,Snowy,Black Friday,FALSE,3
5651,TRUE,TRUE,Overnight,Credit Card,Rainy,Black Friday,FALSE,3
5971,FALSE,FALSE,Express,Credit Card,Snowy,Black Friday,FALSE,4
6937,TRUE,FALSE,Express,Online Payment,Rainy,Black Friday,TRUE,1
7205,FALSE,FALSE,Standard,Debit Card,Snowy,Black Friday,TRUE,3
7360,FALSE,FALSE,Express,Credit Card,Sunny,Black Friday,TRUE,4
8338,FALSE,FALSE,Overnight,Cash,Rainy,Black Friday,FALSE,1
8702,FALSE,FALSE,Overnight,Debit Card,Sunny,Black Friday,TRUE,5
8923,FALSE,TRUE,Overnight,Credit Card,Snowy,Black Friday,TRUE,4
9804,FALSE,FALSE,Overnight,Cash,Sunny,Black Friday,FALSE,3
621,TRUE,TRUE,Express,Online Payment,Snowy,Black Friday,FALSE,1
786,TRUE,TRUE,Overnight,Cash,Sunny,Black Friday,FALSE,1
1100,TRUE,FALSE,Overnight,Credit Card,Rainy,Black Friday,FALSE,3
1278,TRUE,TRUE,Standard,Credit Card,Sunny,Black Friday,TRUE,3
1493,TRUE,FALSE,Overnight,Debit Card,Snowy,Black Friday,TRUE,5
1519,FALSE,FALSE,Express,Cash,Sunny,Black Friday,FALSE,4
1582,FALSE,FALSE,Standard,Cash,Snowy,Black Friday,TRUE,2
2147,FALSE,FALSE,Overnight,Online Payment,Sunny,Black Friday,TRUE,1
2576,TRUE,FALSE,Overnight,Debit Card,Snowy,Black Friday,TRUE,2
2803,FALSE,TRUE,Overnight,Cash,Rainy,Black Friday,FALSE,3
2986,TRUE,FALSE,Express,Debit Card,Snowy,Black Friday,TRUE,3
3563,TRUE,TRUE,Standard,Cash,Snowy,Black Friday,FALSE,2
3895,TRUE,TRUE,Standard,Debit Card,Sunny,Black Friday,TRUE,3
3916,FALSE,FALSE,Overnight,Cash,Sunny,Black Friday,FALSE,2
4991,FALSE,FALSE,Express,Credit Card,Snowy,Black Friday,FALSE,4
5370,FALSE,FALSE,Overnight,Credit Card,Snowy,Black Friday,FALSE,2
5481,FALSE,FALSE,Standard,Credit Card,Rainy,Black Friday,FALSE,3
5773,FALSE,TRUE,Overnight,Credit Card,Sunny,Black Friday,FALSE,5
6975,TRUE,FALSE,Overnight,Credit Card,Snowy,Black Friday,FALSE,2
7064,TRUE,FALSE,Overnight,Cash,Sunny,Black Friday,FALSE,2
7213,FALSE,TRUE,Express,Cash,Sunny,Black Friday,FALSE,2
7272,FALSE,TRUE,Overnight,Credit Card,Snowy,Black Friday,TRUE,4
7335,FALSE,TRUE,Overnight,Cash,Rainy,Black Friday,TRUE,3
7734,FALSE,TRUE,Express,Credit Card,Sunny,Black Friday,FALSE,2
9018,FALSE,TRUE,Standard,Online Payment,Sunny,Black Friday,FALSE,1
9464,FALSE,TRUE,Standard,Online Payment,Rainy,Black Friday,TRUE,4
9466,TRUE,FALSE,Standard,Debit Card,Sunny,Black Friday,FALSE,1
9711,FALSE,FALSE,Standard,Online Payment,Rainy,Black Friday,TRUE,3
238,TRUE,TRUE,Overnight,Credit Card,Snowy,Black Friday,TRUE,5
440,FALSE,FALSE,Overnight,Cash,Sunny,Black Friday,FALSE,2
1395,TRUE,FALSE,Express,Online Payment,Rainy,Black Friday,TRUE,3
1543,FALSE,TRUE,Standard,Credit Card,Sunny,Black Friday,FALSE,3
1937,FALSE,TRUE,Standard,Debit Card,Snowy,Black Friday,FALSE,2
2156,TRUE,TRUE,Standard,Cash,Rainy,Black Friday,TRUE,5
2233,FALSE,TRUE,Overnight,Debit Card,Sunny,Black Friday,FALSE,5
2566,TRUE,FALSE,Overnight,Debit Card,Snowy,Black Friday,TRUE,1
2916,FALSE,TRUE,Overnight,Online Payment,Snowy,Black Friday,TRUE,3
3431,TRUE,TRUE,Overnight,Cash,Rainy,Black Friday,TRUE,4
4306,FALSE,FALSE,Overnight,Debit Card,Sunny,Black Friday,FALSE,3
5024,FALSE,FALSE,Standard,Online Payment,Rainy,Black Friday,TRUE,3
5244,FALSE,FALSE,Standard,Debit Card,Rainy,Black Friday,TRUE,5
5589,FALSE,TRUE,Express,Credit Card,Sunny,Black Friday,TRUE,1
6417,FALSE,TRUE,Standard,Cash,Sunny,Black Friday,TRUE,3
6842,FALSE,TRUE,Express,Credit Card,Sunny,Black Friday,FALSE,4
7146,FALSE,TRUE,Overnight,Credit Card,Rainy,Black Friday,FALSE,3
7324,TRUE,TRUE,Overnight,Online Payment,Rainy,Black Friday,FALSE,5
8595,FALSE,TRUE,Express,Debit Card,Sunny,Black Friday,FALSE,2
8634,TRUE,TRUE,Express,Cash,Sunny,Black Friday,TRUE,4
8752,TRUE,FALSE,Overnight,Credit Card,Rainy,Black Friday,TRUE,1
9140,FALSE,TRUE,Express,Credit Card,Snowy,Black Friday,FALSE,1
9366,TRUE,FALSE,Express,Online Payment,Rainy,Black Friday,TRUE,3
9688,FALSE,FALSE,Express,Debit Card,Sunny,Black Friday,TRUE,3
9800,FALSE,FALSE,Express,Cash,Rainy,Black Friday,TRUE,3
9942,FALSE,TRUE,Overnight,Debit Card,Rainy,Black Friday,FALSE,4
886,FALSE,FALSE,Overnight,Online Payment,Sunny,Black Friday,TRUE,3
1339,TRUE,TRUE,Overnight,Credit Card,Snowy,Black Friday,TRUE,2
1649,FALSE,FALSE,Standard,Credit Card,Sunny,Black Friday,TRUE,1
2178,TRUE,FALSE,Standard,Credit Card,Sunny,Black Friday,TRUE,5
3348,FALSE,FALSE,Overnight,Online Payment,Sunny,Black Friday,FALSE,2
3616,TRUE,FALSE,Express,Credit Card,Rainy,Black Friday,TRUE,2
4161,FALSE,FALSE,Express,Cash,Rainy,Black Friday,TRUE,1
5320,FALSE,TRUE,Standard,Cash,Rainy,Black Friday,FALSE,2
5446,TRUE,FALSE,Express,Cash,Snowy,Black Friday,TRUE,5
5503,FALSE,TRUE,Overnight,Credit Card,Snowy,Black Friday,FALSE,1
6000,TRUE,TRUE,Express,Cash,Sunny,Black Friday,TRUE,5
6166,FALSE,TRUE,Standard,Credit Card,Sunny,Black Friday,FALSE,4
6940,TRUE,TRUE,Standard,Online Payment,Sunny,Black Friday,TRUE,5
7026,TRUE,TRUE,Express,Online Payment,Sunny,Black Friday,FALSE,2
7086,FALSE,TRUE,Overnight,Online Payment,Snowy,Black Friday,TRUE,1
8918,FALSE,TRUE,Express,Online Payment,Sunny,Black Friday,TRUE,1
9304,TRUE,TRUE,Standard,Credit Card,Rainy,Black Friday,TRUE,4
522,TRUE,TRUE,Overnight,Credit Card,Rainy,Black Friday,TRUE,3
633,FALSE,TRUE,Express,Online Payment,Snowy,Black Friday,FALSE,2
1065,FALSE,TRUE,Express,Cash,Sunny,Black Friday,FALSE,2
1430,FALSE,FALSE,Overnight,Online Payment,Sunny,Black Friday,FALSE,4
1912,TRUE,FALSE,Standard,Cash,Rainy,Black Friday,FALSE,5
1967,FALSE,FALSE,Standard,Online Payment,Snowy,Black Friday,TRUE,5
2830,FALSE,TRUE,Express,Cash,Snowy,Black Friday,FALSE,3
4350,TRUE,FALSE,Overnight,Credit Card,Snowy,Black Friday,FALSE,1
4512,FALSE,FALSE,Overnight,Cash,Sunny,Black Friday,FALSE,2
5173,TRUE,TRUE,Standard,Online Payment,Snowy,Black Friday,TRUE,4
5768,TRUE,TRUE,Overnight,Credit Card,Sunny,Black Friday,FALSE,1
5897,FALSE,FALSE,Standard,Online Payment,Snowy,Black Friday,TRUE,4
6617,TRUE,FALSE,Express,Cash,Sunny,Black Friday,TRUE,1
6651,FALSE,TRUE,Standard,Cash,Rainy,Black Friday,TRUE,1
7045,TRUE,TRUE,Express,Credit Card,Rainy,Black Friday,FALSE,4
7419,FALSE,TRUE,Standard,Online Payment,Sunny,Black Friday,FALSE,5
7441,TRUE,FALSE,Standard,Debit Card,Sunny,Black Friday,TRUE,2
7615,FALSE,TRUE,Standard,Debit Card,Rainy,Black Friday,FALSE,4
7687,TRUE,FALSE,Standard,Cash,Rainy,Black Friday,FALSE,2
7916,FALSE,FALSE,Overnight,Cash,Rainy,Black Friday,TRUE,3
8271,FALSE,TRUE,Express,Online Payment,Rainy,Black Friday,TRUE,2
8501,TRUE,TRUE,Express,Cash,Sunny,Black Friday,FALSE,5
8700,FALSE,TRUE,Standard,Credit Card,Rainy,Black Friday,FALSE,5
8904,TRUE,FALSE,Overnight,Debit Card,Sunny,Black Friday,TRUE,4
9515,FALSE,FALSE,Standard,Online Payment,Sunny,Black Friday,TRUE,1
6,TRUE,TRUE,Standard,Online Payment,Rainy,Black Friday,TRUE,3
61,FALSE,TRUE,Standard,Cash,Snowy,Black Friday,TRUE,1
195,FALSE,FALSE,Express,Debit Card,Sunny,Black Friday,TRUE,4
451,TRUE,TRUE,Overnight,Cash,Snowy,Black Friday,TRUE,5
1379,FALSE,TRUE,Standard,Debit Card,Rainy,Black Friday,TRUE,2
2252,FALSE,TRUE,Overnight,Credit Card,Rainy,Black Friday,TRUE,4
2389,FALSE,TRUE,Standard,Cash,Snowy,Black Friday,TRUE,5
2866,FALSE,TRUE,Express,Online Payment,Rainy,Black Friday,TRUE,4
5278,FALSE,TRUE,Express,Online Payment,Snowy,Black Friday,TRUE,4
5396,FALSE,TRUE,Overnight,Cash,Rainy,Black Friday,TRUE,5
5968,TRUE,FALSE,Overnight,Online Payment,Snowy,Black Friday,TRUE,4
6311,FALSE,TRUE,Standard,Debit Card,Rainy,Black Friday,FALSE,4
6531,FALSE,FALSE,Overnight,Debit Card,Rainy,Black Friday,FALSE,1
7004,TRUE,FALSE,Express,Credit Card,Sunny,Black Friday,TRUE,1
7861,FALSE,FALSE,Overnight,Credit Card,Snowy,Black Friday,TRUE,2
8619,TRUE,FALSE,Express,Credit Card,Snowy,Black Friday,FALSE,5
8654,TRUE,TRUE,Overnight,Online Payment,Rainy,Black Friday,TRUE,5
9042,FALSE,FALSE,Express,Online Payment,Snowy,Black Friday,TRUE,1
9130,FALSE,TRUE,Standard,Credit Card,Snowy,Black Friday,TRUE,3
9546,FALSE,FALSE,Standard,Credit Card,Snowy,Black Friday,FALSE,1
386,TRUE,TRUE,Express,Online Payment,Sunny,None,TRUE,5
782,TRUE,FALSE,Overnight,Debit Card,Snowy,None,TRUE,1
876,FALSE,TRUE,Express,Cash,Sunny,None,FALSE,5
1023,FALSE,FALSE,Overnight,Online Payment,Rainy,Christmas Market,FALSE,1
2055,TRUE,TRUE,Standard,Credit Card,Sunny,Black Friday,TRUE,3
2676,TRUE,TRUE,Standard,Credit Card,Rainy,None,TRUE,2
2754,TRUE,FALSE,Overnight,Credit Card,Sunny,Black Friday,TRUE,1
3817,FALSE,TRUE,Standard,Debit Card,Snowy,Christmas Market,TRUE,2
4670,FALSE,FALSE,Overnight,Cash,Rainy,Black Friday,TRUE,5
4695,FALSE,FALSE,Standard,Credit Card,Rainy,Black Friday,TRUE,2
4937,TRUE,FALSE,Overnight,Cash,Snowy,Christmas Market,TRUE,3
5011,FALSE,TRUE,Overnight,Credit Card,Sunny,None,TRUE,5
5205,TRUE,FALSE,Overnight,Online Payment,Snowy,Christmas Market,FALSE,1
6126,TRUE,TRUE,Express,Cash,Sunny,None,FALSE,2
6724,TRUE,TRUE,Express,Cash,Sunny,Christmas Market,TRUE,1
7118,TRUE,FALSE,Standard,Cash,Rainy,None,TRUE,1
7253,TRUE,TRUE,Express,Credit Card,Rainy,Black Friday,FALSE,4
8433,FALSE,TRUE,Overnight,Cash,Sunny,Christmas Market,FALSE,3
8493,TRUE,FALSE,Overnight,Credit Card,Sunny,None,TRUE,2
8504,FALSE,TRUE,Overnight,Online Payment,Sunny,Christmas Market,FALSE,1
9235,FALSE,TRUE,Standard,Debit Card,Sunny,Christmas Market,FALSE,4
9296,FALSE,TRUE,Standard,Debit Card,Rainy,Christmas Market,TRUE,2
9327,TRUE,TRUE,Express,Debit Card,Rainy,Christmas Market,FALSE,2
9879,FALSE,FALSE,Express,Credit Card,Snowy,None,TRUE,1
83,FALSE,TRUE,Express,Cash,Rainy,Black Friday,FALSE,3
336,TRUE,FALSE,Express,Cash,Rainy,None,TRUE,1
762,TRUE,TRUE,Overnight,Cash,Snowy,Black Friday,FALSE,1
869,TRUE,FALSE,Overnight,Debit Card,Sunny,Christmas Market,FALSE,5
1103,TRUE,TRUE,Standard,Online Payment,Sunny,Black Friday,TRUE,1
1156,FALSE,FALSE,Express,Debit Card,Sunny,None,FALSE,2
1634,TRUE,TRUE,Overnight,Debit Card,Snowy,Black Friday,FALSE,4
1824,TRUE,FALSE,Standard,Credit Card,Rainy,Christmas Market,TRUE,3
1857,TRUE,FALSE,Standard,Online Payment,Rainy,Black Friday,TRUE,5
2013,FALSE,FALSE,Overnight,Cash,Snowy,Black Friday,FALSE,3
2489,TRUE,TRUE,Overnight,Debit Card,Rainy,Black Friday,FALSE,1
2648,TRUE,FALSE,Express,Debit Card,Sunny,Black Friday,FALSE,2
3427,FALSE,FALSE,Standard,Online Payment,Rainy,None,TRUE,3
3541,TRUE,FALSE,Overnight,Online Payment,Rainy,None,TRUE,3
4279,TRUE,FALSE,Overnight,Credit Card,Rainy,None,TRUE,3
4630,TRUE,FALSE,Overnight,Cash,Rainy,Black Friday,FALSE,4
4837,FALSE,FALSE,Overnight,Online Payment,Snowy,None,FALSE,5
4917,FALSE,TRUE,Standard,Debit Card,Rainy,Black Friday,FALSE,4
6444,FALSE,TRUE,Express,Debit Card,Snowy,None,FALSE,1
7784,FALSE,TRUE,Standard,Cash,Rainy,Christmas Market,TRUE,5
7830,FALSE,TRUE,Standard,Credit Card,Sunny,Black Friday,TRUE,1
8000,FALSE,TRUE,Overnight,Debit Card,Snowy,Christmas Market,FALSE,2
8127,TRUE,FALSE,Overnight,Debit Card,Sunny,None,TRUE,1
8363,FALSE,TRUE,Express,Online Payment,Sunny,Black Friday,TRUE,1
8510,FALSE,FALSE,Standard,Debit Card,Snowy,Black Friday,FALSE,1
9675,TRUE,TRUE,Express,Debit Card,Sunny,Christmas Market,FALSE,3
9821,FALSE,TRUE,Express,Online Payment,Snowy,Black Friday,FALSE,2
236,TRUE,TRUE,Overnight,Cash,Snowy,Black Friday,FALSE,1
458,TRUE,FALSE,Overnight,Credit Card,Sunny,Black Friday,TRUE,2
653,TRUE,FALSE,Standard,Debit Card,Snowy,Black Friday,TRUE,3
1388,FALSE,FALSE,Overnight,Debit Card,Sunny,None,FALSE,2
1566,TRUE,FALSE,Standard,Credit Card,Sunny,Black Friday,TRUE,3
2129,TRUE,TRUE,Overnight,Cash,Snowy,Christmas Market,TRUE,5
2313,FALSE,TRUE,Overnight,Debit Card,Snowy,Christmas Market,TRUE,5
2442,FALSE,FALSE,Overnight,Online Payment,Snowy,Black Friday,TRUE,2
2580,TRUE,FALSE,Express,Cash,Rainy,Black Friday,FALSE,2
2896,TRUE,TRUE,Overnight,Debit Card,Sunny,Christmas Market,TRUE,5
3317,FALSE,FALSE,Express,Online Payment,Rainy,Christmas Market,TRUE,3
3748,TRUE,FALSE,Express,Cash,Rainy,Black Friday,FALSE,1
4020,FALSE,TRUE,Overnight,Online Payment,Snowy,None,FALSE,5
4269,FALSE,TRUE,Standard,Cash,Snowy,None,TRUE,5
4844,TRUE,TRUE,Express,Cash,Sunny,None,FALSE,5
5153,TRUE,FALSE,Express,Debit Card,Rainy,Christmas Market,TRUE,3
5726,TRUE,FALSE,Overnight,Online Payment,Rainy,Black Friday,FALSE,4
5892,TRUE,FALSE,Express,Credit Card,Sunny,None,FALSE,4
6198,TRUE,TRUE,Express,Cash,Sunny,Christmas Market,TRUE,1
6213,TRUE,FALSE,Standard,Cash,Sunny,Black Friday,FALSE,3
6220,FALSE,FALSE,Standard,Online Payment,Sunny,Christmas Market,FALSE,1
6245,TRUE,TRUE,Overnight,Cash,Sunny,None,FALSE,2
6367,TRUE,TRUE,Standard,Debit Card,Snowy,Black Friday,TRUE,3
6448,TRUE,TRUE,Express,Credit Card,Sunny,None,FALSE,4
6514,FALSE,FALSE,Express,Cash,Rainy,None,TRUE,5
7033,TRUE,TRUE,Overnight,Cash,Sunny,Black Friday,TRUE,4
7777,TRUE,TRUE,Express,Credit Card,Sunny,Christmas Market,FALSE,1
7817,FALSE,FALSE,Overnight,Credit Card,Snowy,None,FALSE,3
8751,FALSE,FALSE,Express,Credit Card,Sunny,Black Friday,FALSE,3
8941,FALSE,FALSE,Overnight,Online Payment,Rainy,None,TRUE,1
9653,TRUE,FALSE,Express,Cash,Snowy,Christmas Market,TRUE,5
9989,TRUE,TRUE,Express,Credit Card,Snowy,None,FALSE,5
108,FALSE,FALSE,Express,Cash,Sunny,Black Friday,FALSE,5
375,TRUE,FALSE,Overnight,Cash,Rainy,Black Friday,FALSE,3
485,FALSE,TRUE,Standard,Credit Card,Sunny,Black Friday,TRUE,1
496,FALSE,FALSE,Express,Online Payment,Rainy,Christmas Market,FALSE,5
596,FALSE,FALSE,Express,Online Payment,Sunny,Christmas Market,TRUE,1
772,TRUE,FALSE,Overnight,Credit Card,Snowy,None,TRUE,3
1855,TRUE,FALSE,Express,Cash,Snowy,Black Friday,FALSE,5
2574,TRUE,FALSE,Overnight,Credit Card,Snowy,Christmas Market,FALSE,3
2891,FALSE,FALSE,Express,Cash,Snowy,Black Friday,FALSE,2
3030,TRUE,FALSE,Express,Cash,Snowy,None,FALSE,3
3466,TRUE,FALSE,Standard,Debit Card,Snowy,None,TRUE,3
3506,TRUE,FALSE,Standard,Credit Card,Sunny,Black Friday,TRUE,5
3922,TRUE,TRUE,Overnight,Online Payment,Snowy,None,FALSE,4
5307,TRUE,TRUE,Express,Cash,Snowy,None,TRUE,5
5945,TRUE,FALSE,Express,Cash,Snowy,Black Friday,TRUE,4
6028,TRUE,TRUE,Standard,Online Payment,Rainy,Black Friday,FALSE,4
6287,TRUE,FALSE,Overnight,Credit Card,Snowy,Black Friday,FALSE,1
6291,TRUE,FALSE,Express,Debit Card,Sunny,Black Friday,FALSE,5
7016,FALSE,TRUE,Express,Cash,Sunny,Black Friday,FALSE,2
7251,TRUE,FALSE,Express,Online Payment,Snowy,None,TRUE,2
7303,FALSE,TRUE,Standard,Online Payment,Rainy,Black Friday,TRUE,5
7392,TRUE,FALSE,Express,Cash,Rainy,None,TRUE,4
7778,FALSE,FALSE,Express,Cash,Sunny,Christmas Market,TRUE,4
8241,FALSE,TRUE,Overnight,Debit Card,Snowy,Black Friday,TRUE,5
8585,FALSE,TRUE,Overnight,Online Payment,Rainy,Black Friday,FALSE,5
9291,TRUE,FALSE,Standard,Credit Card,Rainy,Black Friday,FALSE,5
9963,FALSE,FALSE,Express,Debit Card,Rainy,Black Friday,TRUE,2
118,TRUE,TRUE,Express,Credit Card,Sunny,Black Friday,TRUE,4
421,FALSE,TRUE,Standard,Cash,Sunny,Christmas Market,FALSE,5
998,TRUE,TRUE,Standard,Cash,Snowy,Black Friday,FALSE,2
1553,FALSE,FALSE,Express,Cash,Rainy,None,TRUE,1
1574,FALSE,TRUE,Standard,Credit Card,Sunny,Black Friday,TRUE,2
1678,FALSE,FALSE,Express,Online Payment,Snowy,None,TRUE,5
1713,FALSE,FALSE,Standard,Debit Card,Snowy,Christmas Market,TRUE,4
1802,TRUE,TRUE,Standard,Cash,Rainy,Black Friday,TRUE,3
2386,FALSE,TRUE,Express,Credit Card,Rainy,Black Friday,FALSE,4
2416,FALSE,FALSE,Express,Debit Card,Sunny,Black Friday,FALSE,5
2678,TRUE,TRUE,Standard,Credit Card,Snowy,None,TRUE,3
3588,FALSE,TRUE,Express,Online Payment,Snowy,None,TRUE,4
3709,TRUE,TRUE,Overnight,Debit Card,Sunny,None,FALSE,3
3810,FALSE,TRUE,Express,Credit Card,Rainy,Black Friday,TRUE,5
3901,FALSE,FALSE,Overnight,Cash,Sunny,Christmas Market,FALSE,5
4184,FALSE,FALSE,Standard,Cash,Snowy,None,FALSE,5
5758,FALSE,FALSE,Express,Debit Card,Sunny,Black Friday,FALSE,5
6209,TRUE,TRUE,Overnight,Cash,Rainy,None,FALSE,2
6279,TRUE,FALSE,Standard,Cash,Rainy,Black Friday,TRUE,1
6818,TRUE,TRUE,Overnight,Cash,Sunny,Black Friday,FALSE,4
6906,FALSE,TRUE,Express,Credit Card,Snowy,Christmas Market,TRUE,2
7641,TRUE,TRUE,Express,Cash,Rainy,None,FALSE,2
7835,FALSE,FALSE,Standard,Debit Card,Rainy,Christmas Market,TRUE,5
8317,FALSE,TRUE,Overnight,Debit Card,Snowy,Black Friday,TRUE,1
8395,FALSE,FALSE,Standard,Credit Card,Sunny,Christmas Market,FALSE,2
8809,TRUE,TRUE,Standard,Cash,Rainy,Christmas Market,TRUE,1
9331,FALSE,FALSE,Express,Debit Card,Rainy,None,TRUE,1
9509,FALSE,TRUE,Overnight,Credit Card,Rainy,None,FALSE,1
9935,TRUE,TRUE,Express,Cash,Rainy,None,TRUE,4
476,FALSE,FALSE,Standard,Debit Card,Sunny,Christmas Market,TRUE,3
1609,TRUE,TRUE,Standard,Online Payment,Snowy,None,FALSE,2
1614,TRUE,FALSE,Standard,Online Payment,Sunny,None,FALSE,1
1660,FALSE,FALSE,Express,Credit Card,Rainy,Christmas Market,FALSE,1
1717,FALSE,TRUE,Standard,Debit Card,Rainy,Christmas Market,FALSE,2
1813,TRUE,TRUE,Standard,Credit Card,Snowy,Black Friday,TRUE,2
1985,FALSE,TRUE,Express,Debit Card,Rainy,None,FALSE,2
2044,FALSE,FALSE,Standard,Debit Card,Sunny,Black Friday,FALSE,3
2285,FALSE,TRUE,Overnight,Cash,Rainy,Black Friday,FALSE,4
2549,TRUE,TRUE,Express,Online Payment,Sunny,Christmas Market,FALSE,3
3051,FALSE,TRUE,Express,Cash,Rainy,None,FALSE,2
3529,FALSE,FALSE,Standard,Cash,Rainy,Christmas Market,FALSE,5
3722,FALSE,FALSE,Express,Debit Card,Snowy,Christmas Market,FALSE,5
4189,TRUE,FALSE,Overnight,Cash,Rainy,Black Friday,TRUE,1
4409,TRUE,TRUE,Standard,Debit Card,Snowy,Black Friday,TRUE,2
4432,FALSE,TRUE,Overnight,Credit Card,Rainy,Black Friday,FALSE,5
4502,TRUE,FALSE,Overnight,Credit Card,Rainy,Christmas Market,FALSE,5
4540,FALSE,FALSE,Overnight,Credit Card,Sunny,Christmas Market,TRUE,1
4649,TRUE,TRUE,Express,Credit Card,Sunny,None,FALSE,3
6202,TRUE,TRUE,Overnight,Credit Card,Snowy,Christmas Market,TRUE,4
6236,TRUE,TRUE,Express,Online Payment,Sunny,None,FALSE,4
6803,TRUE,FALSE,Express,Online Payment,Rainy,Black Friday,FALSE,2
7094,FALSE,TRUE,Express,Cash,Sunny,Christmas Market,TRUE,2
7161,FALSE,TRUE,Standard,Cash,Sunny,Christmas Market,TRUE,1
7623,FALSE,FALSE,Express,Credit Card,Rainy,Christmas Market,TRUE,1
7739,TRUE,FALSE,Overnight,Cash,Sunny,Black Friday,TRUE,3
8129,FALSE,FALSE,Express,Debit Card,Rainy,Christmas Market,TRUE,1
9166,TRUE,FALSE,Overnight,Credit Card,Snowy,Black Friday,FALSE,5
9740,FALSE,FALSE,Express,Debit Card,Rainy,Christmas Market,TRUE,5
9916,TRUE,FALSE,Standard,Debit Card,Snowy,Christmas Market,TRUE,5
890,FALSE,TRUE,Standard,Credit Card,Rainy,Black Friday,FALSE,3
1632,FALSE,TRUE,Standard,Debit Card,Rainy,Black Friday,TRUE,3
1862,FALSE,TRUE,Overnight,Credit Card,Snowy,Black Friday,FALSE,3
1959,TRUE,FALSE,Overnight,Debit Card,Rainy,Black Friday,TRUE,4
2112,FALSE,TRUE,Express,Cash,Sunny,Black Friday,TRUE,3
2485,FALSE,FALSE,Standard,Online Payment,Sunny,Black Friday,TRUE,5
2536,TRUE,FALSE,Overnight,Online Payment,Rainy,Black Friday,TRUE,3
2892,TRUE,FALSE,Standard,Online Payment,Snowy,Black Friday,FALSE,5
3108,TRUE,FALSE,Standard,Online Payment,Rainy,Black Friday,TRUE,2
3459,FALSE,TRUE,Standard,Debit Card,Snowy,Black Friday,TRUE,2
3724,FALSE,FALSE,Overnight,Cash,Snowy,Black Friday,FALSE,1
3913,FALSE,TRUE,Standard,Credit Card,Rainy,Black Friday,TRUE,4
4332,TRUE,FALSE,Express,Credit Card,Snowy,Black Friday,TRUE,5
4419,FALSE,TRUE,Overnight,Online Payment,Sunny,Black Friday,TRUE,1
4599,TRUE,TRUE,Express,Debit Card,Snowy,Black Friday,TRUE,2
4740,TRUE,FALSE,Express,Online Payment,Snowy,Black Friday,TRUE,4
